unix,high,low,open,close,volume,adjclose,date
1510185600,329.4519958496094,307.0559997558594,308.6449890136719,320.8840026855469,893249984,320.8840026855469,2017-11-09
1510272000,324.7179870605469,294.5419921875,320.6709899902344,299.25299072265625,885985984,299.25299072265625,2017-11-10
1510358400,319.4530029296875,298.1919860839844,298.58599853515625,314.6809997558594,842300992,314.6809997558594,2017-11-11
1510444800,319.15301513671875,298.51300048828125,314.69000244140625,307.9079895019531,1613479936,307.9079895019531,2017-11-12
1510531200,328.4150085449219,307.0249938964844,307.0249938964844,316.71600341796875,1041889984,316.71600341796875,2017-11-13
1510617600,340.177001953125,316.76300048828125,316.76300048828125,337.6310119628906,1069680000,337.6310119628906,2017-11-14
1510704000,340.9119873046875,329.81298828125,337.9639892578125,333.35699462890625,722665984,333.35699462890625,2017-11-15
1510790400,336.15899658203125,323.6059875488281,333.4429931640625,330.92401123046875,797254016,330.92401123046875,2017-11-16
1510876800,334.9639892578125,327.52301025390625,330.1669921875,332.3940124511719,621732992,332.3940124511719,2017-11-17
1510963200,349.6159973144531,327.68701171875,331.9800109863281,347.61199951171875,649638976,347.61199951171875,2017-11-18
1511049600,371.2909851074219,344.739990234375,347.4010009765625,354.385986328125,1181529984,354.385986328125,2017-11-19
1511136000,372.1369934082031,353.28900146484375,354.093994140625,366.7300109863281,807027008,366.7300109863281,2017-11-20
1511222400,372.4700012207031,350.6929931640625,367.4429931640625,360.4010009765625,949912000,360.4010009765625,2017-11-21
1511308800,381.4200134277344,360.1470031738281,360.31201171875,380.6520080566406,800819008,380.6520080566406,2017-11-22
1511395200,425.5480041503906,376.0880126953125,381.4389953613281,410.1659851074219,1845680000,410.1659851074219,2017-11-23
1511481600,480.9729919433594,402.75799560546875,412.5010070800781,474.9110107421875,2292829952,474.9110107421875,2017-11-24
1511568000,485.1919860839844,461.0530090332031,475.6759948730469,466.2760009765625,1422080000,466.2760009765625,2017-11-25
1511654400,472.7229919433594,451.6059875488281,465.9739990234375,471.3299865722656,1197779968,471.3299865722656,2017-11-26
1511740800,493.4049987792969,468.4849853515625,471.531005859375,480.3550109863281,1396480000,480.3550109863281,2017-11-27
1511827200,482.4800109863281,466.34698486328125,480.51800537109375,472.9020080566406,1346499968,472.9020080566406,2017-11-28
1511913600,522.3070068359375,425.0710144042969,473.281005859375,427.52301025390625,2675940096,427.52301025390625,2017-11-29
1512000000,465.49700927734375,401.2430114746094,431.2149963378906,447.114013671875,1903040000,447.114013671875,2017-11-30
1512086400,472.6090087890625,428.31201171875,445.2090148925781,466.5400085449219,1247879936,466.5400085449219,2017-12-01
1512172800,476.239013671875,456.65301513671875,466.85101318359375,463.4490051269531,943649984,463.4490051269531,2017-12-02
